,full_id,osm_id,Y,X,status,power,fast_charging,cost,brand,level,geometry
1318,n9791256775,9791256775,6496675.98339056,2134555.98930328,unavailable,120,False,0.4,Tosuns Energy,Level 1,POINT (6496675.98339056 2134555.98930328)
1319,n9791256776,9791256776,6496730.46720626,2132903.57391389,available,232,True,0.3,Eticanium Energy,Level 2,POINT (6496730.46720626 2132903.57391389)
1320,n9791256777,9791256777,6496122.64534224,2132501.37659365,unavailable,120,False,0.27,Tosuns Energy,Level 1,POINT (6496122.64534224 2132501.37659365)
1321,n9791256779,9791256779,6494876.38921108,2130886.36455318,available,120,True,0.68,Begum Energy,Level 1,POINT (6494876.38921108 2130886.36455318)
1322,n9791256780,9791256780,6494906.2468559,2130536.5764492,available,480,True,0.48,S4M3T Energy,Level 3,POINT (6494906.2468559 2130536.5764492)
1323,n9809326482,9809326482,6841925.88095974,2338136.41728102,available,480,False,0.52,Eticanium Energy,Level 3,POINT (6841925.88095974 2338136.41728102)
1324,n9820887786,9820887786,6466513.81135822,2222871.29619217,unavailable,120,False,0.29,Tosuns Energy,Level 1,POINT (6466513.81135822 2222871.29619217)
1325,n9828727114,9828727114,6323409.63662377,2225084.67275956,available,480,False,0.62,Begum Energy,Level 3,POINT (6323409.63662377 2225084.67275956)
1326,n9858025329,9858025329,6817077.19011367,2339761.7041105,unavailable,221,True,0.25,S4M3T Energy,Level 2,POINT (6817077.19011367 2339761.7041105)
1327,n9862863857,9862863857,7140389.77762353,1627099.03286642,unavailable,480,False,0.54,S4M3T Energy,Level 3,POINT (7140389.77762353 1627099.03286642)
1328,n9863577243,9863577243,6864833.54170938,1621524.84294834,available,120,True,0.3,Eticanium Energy,Level 1,POINT (6864833.54170938 1621524.84294834)
1329,n9872440764,9872440764,6827054.25965569,2316672.83946948,unavailable,209,False,0.24,Eticanium Energy,Level 2,POINT (6827054.25965569 2316672.83946948)
1330,n9874331042,9874331042,6434924.66839586,2063359.83898654,available,120,True,0.35,S4M3T Energy,Level 1,POINT (6434924.66839586 2063359.83898654)
1331,n9877758183,9877758183,6501538.61461444,2138252.94298837,unavailable,480,False,0.53,S4M3T Energy,Level 3,POINT (6501538.61461444 2138252.94298837)
1332,n9888680937,9888680937,6860811.3514551,1702412.85775176,available,120,True,0.25,Tosuns Energy,Level 1,POINT (6860811.3514551 1702412.85775176)
1333,n9893655076,9893655076,6457826.73529409,2217488.35315927,unavailable,480,False,0.63,Begum Energy,Level 3,POINT (6457826.73529409 2217488.35315927)
1334,n9901459540,9901459540,7277698.70117512,1974195.17551484,available,480,False,0.7,Eticanium Energy,Level 3,POINT (7277698.70117512 1974195.17551484)
1335,n9903634269,9903634269,7209802.20380141,1751099.86193968,available,234,False,0.38,Begum Energy,Level 2,POINT (7209802.20380141 1751099.86193968)
1336,n9913458244,9913458244,6492411.69258909,2116872.12008628,available,120,True,0.59,Eticanium Energy,Level 1,POINT (6492411.69258909 2116872.12008628)
1337,n9919906594,9919906594,6833149.76057608,2369285.25833344,available,120,False,0.41,Tosuns Energy,Level 1,POINT (6833149.76057608 2369285.25833344)
1338,n9922753916,9922753916,6836189.22104619,2582635.64142066,available,120,True,0.35,Tosuns Energy,Level 1,POINT (6836189.22104619 2582635.64142066)
1339,n9922759017,9922759017,6836189.22104619,2582639.9828808,unavailable,237,False,0.51,Eticanium Energy,Level 2,POINT (6836189.22104619 2582639.9828808)
1340,n9936194136,9936194136,6827018.10352651,2316685.89724575,available,120,False,0.27,Tosuns Energy,Level 1,POINT (6827018.10352651 2316685.89724575)
1341,n9945687122,9945687122,6864051.10455253,1892264.69820793,available,219,False,0.6,Eticanium Energy,Level 2,POINT (6864051.10455253 1892264.69820793)
1342,n9960782423,9960782423,6651989.64451508,1911553.76108632,available,221,False,0.25,Eticanium Energy,Level 2,POINT (6651989.64451508 1911553.76108632)
1343,n9979396531,9979396531,6598095.62101468,2295405.4733924,unavailable,120,True,0.22,Begum Energy,Level 1,POINT (6598095.62101468 2295405.4733924)
1344,n9992373003,9992373003,6683887.01504762,2156938.26460844,unavailable,120,False,0.43,S4M3T Energy,Level 1,POINT (6683887.01504762 2156938.26460844)
1345,n10001657082,10001657082,6830754.63309118,2322133.80633347,unavailable,480,False,0.25,Begum Energy,Level 3,POINT (6830754.63309118 2322133.80633347)
1346,n10008595210,10008595210,6652097.57912552,1911770.62258634,available,220,True,0.58,Tosuns Energy,Level 2,POINT (6652097.57912552 1911770.62258634)
1347,n10013422950,10013422950,6947246.24074639,2030980.73944966,unavailable,120,True,0.59,Eticanium Energy,Level 1,POINT (6947246.24074639 2030980.73944966)
1348,n10013490154,10013490154,6813503.45757474,2338954.80478149,unavailable,120,True,0.27,Begum Energy,Level 1,POINT (6813503.45757474 2338954.80478149)
1349,n10043387478,10043387478,6829649.90521716,2317677.47560999,available,480,True,0.21,Begum Energy,Level 3,POINT (6829649.90521716 2317677.47560999)
1350,n10053218657,10053218657,7199523.33845067,1711110.18277575,unavailable,120,False,0.53,Eticanium Energy,Level 1,POINT (7199523.33845067 1711110.18277575)
1351,n10055590740,10055590740,7204146.31737229,1732206.03891335,available,216,False,0.3,Eticanium Energy,Level 2,POINT (7204146.31737229 1732206.03891335)
1352,n10056374217,10056374217,7199522.42599229,1711126.90296326,available,231,False,0.2,Eticanium Energy,Level 2,POINT (7199522.42599229 1711126.90296326)
1353,n10074936099,10074936099,6636759.84976506,1892396.3335058,available,120,False,0.35,Eticanium Energy,Level 1,POINT (6636759.84976506 1892396.3335058)
1354,n10086906441,10086906441,6837129.49324199,2324059.36635742,available,120,True,0.44,Tosuns Energy,Level 1,POINT (6837129.49324199 2324059.36635742)
1355,n10093493640,10093493640,6458170.29320792,2215791.6214806,available,480,False,0.67,Tosuns Energy,Level 3,POINT (6458170.29320792 2215791.6214806)
1356,n10101499022,10101499022,7235309.6518845,2064926.66081945,unavailable,480,False,0.67,Begum Energy,Level 3,POINT (7235309.6518845 2064926.66081945)
1357,n10126901353,10126901353,6664234.28493331,2509289.26608365,available,120,False,0.6,Begum Energy,Level 1,POINT (6664234.28493331 2509289.26608365)
1358,n10138078284,10138078284,6840196.81924271,2338742.4405889,available,120,True,0.69,Tosuns Energy,Level 1,POINT (6840196.81924271 2338742.4405889)
1359,n10152497184,10152497184,6819996.1066061,2337044.96306964,unavailable,120,True,0.41,Begum Energy,Level 1,POINT (6819996.1066061 2337044.96306964)
1360,n10152535257,10152535257,6881853.22802117,1880593.96279317,unavailable,120,False,0.6,Tosuns Energy,Level 1,POINT (6881853.22802117 1880593.96279317)
1361,n10152535261,10152535261,6881692.01969944,1880670.03853317,available,120,True,0.53,S4M3T Energy,Level 1,POINT (6881692.01969944 1880670.03853317)
1362,n10156678938,10156678938,6662135.85792801,2502813.2658387,unavailable,480,True,0.34,Eticanium Energy,Level 3,POINT (6662135.85792801 2502813.2658387)
1363,n10157443286,10157443286,6893042.92495005,1865185.10774561,unavailable,120,False,0.61,S4M3T Energy,Level 1,POINT (6893042.92495005 1865185.10774561)
1364,n10157548463,10157548463,6887206.4445633,1877937.76842335,unavailable,480,True,0.34,Tosuns Energy,Level 3,POINT (6887206.4445633 1877937.76842335)
1365,n10158072989,10158072989,6736883.7455981,1787988.00197893,unavailable,480,True,0.41,Begum Energy,Level 3,POINT (6736883.7455981 1787988.00197893)
1366,n10161199227,10161199227,7203969.1983802,1734932.56493746,available,120,False,0.67,Tosuns Energy,Level 1,POINT (7203969.1983802 1734932.56493746)
1367,n10161199228,10161199228,7205369.25481168,1735582.41472886,unavailable,480,True,0.46,Begum Energy,Level 3,POINT (7205369.25481168 1735582.41472886)
1368,n10161293119,10161293119,7203361.78965338,1732273.37607333,unavailable,120,True,0.66,Eticanium Energy,Level 1,POINT (7203361.78965338 1732273.37607333)
1369,n10162398306,10162398306,7247656.49089066,2072433.83577152,available,120,False,0.61,Begum Energy,Level 1,POINT (7247656.49089066 2072433.83577152)
1370,n10167485405,10167485405,6872591.78306868,1881978.51009186,unavailable,120,False,0.24,Tosuns Energy,Level 1,POINT (6872591.78306868 1881978.51009186)
1371,n10184071750,10184071750,7087079.40153437,1651861.10737772,available,480,True,0.65,Eticanium Energy,Level 3,POINT (7087079.40153437 1651861.10737772)
1372,n10184071751,10184071751,7087087.59128275,1651863.0777327,available,480,False,0.66,Eticanium Energy,Level 3,POINT (7087087.59128275 1651863.0777327)
1373,n10185719540,10185719540,6586133.30862715,2127077.45685619,unavailable,120,False,0.69,Begum Energy,Level 1,POINT (6586133.30862715 2127077.45685619)
1374,n10217176533,10217176533,6660674.14890763,2067826.24412394,available,480,False,0.22,Begum Energy,Level 3,POINT (6660674.14890763 2067826.24412394)
1375,n10242741980,10242741980,6638555.75128618,1895075.98289232,unavailable,220,False,0.37,Begum Energy,Level 2,POINT (6638555.75128618 1895075.98289232)
1376,n10248647780,10248647780,7065875.35921981,1619180.82182655,unavailable,120,True,0.21,Begum Energy,Level 1,POINT (7065875.35921981 1619180.82182655)
1377,n10252759918,10252759918,7204509.08899453,1733211.12033183,unavailable,120,False,0.29,Begum Energy,Level 1,POINT (7204509.08899453 1733211.12033183)
1378,n10268362793,10268362793,6781618.47554408,2193766.16967122,available,223,False,0.52,Begum Energy,Level 2,POINT (6781618.47554408 2193766.16967122)
1379,n10268362794,10268362794,6782118.0370078,2193701.91606114,available,120,False,0.48,Eticanium Energy,Level 1,POINT (6782118.0370078 2193701.91606114)
1380,n10271705408,10271705408,6357974.34969613,2298976.39115002,available,120,False,0.27,Tosuns Energy,Level 1,POINT (6357974.34969613 2298976.39115002)
1381,n10281031979,10281031979,6504225.41257475,2103743.53348814,unavailable,120,False,0.31,Begum Energy,Level 1,POINT (6504225.41257475 2103743.53348814)
1382,n10282261247,10282261247,6819264.63842015,2339996.2320137,available,120,False,0.42,Eticanium Energy,Level 1,POINT (6819264.63842015 2339996.2320137)
1383,n10289937993,10289937993,6859123.4606928,2349719.88934695,unavailable,480,False,0.45,S4M3T Energy,Level 3,POINT (6859123.4606928 2349719.88934695)
1384,n10298222088,10298222088,6448976.17494496,2229006.12446174,available,120,True,0.57,Eticanium Energy,Level 1,POINT (6448976.17494496 2229006.12446174)
1385,n10302452085,10302452085,7055902.80239352,1614013.66049461,unavailable,480,True,0.56,S4M3T Energy,Level 3,POINT (7055902.80239352 1614013.66049461)
1386,n10304826040,10304826040,6390051.29512737,2423841.63833318,available,120,False,0.35,Eticanium Energy,Level 1,POINT (6390051.29512737 2423841.63833318)
1387,n10304860768,10304860768,6391302.16054081,2423863.62393262,unavailable,120,True,0.64,S4M3T Energy,Level 1,POINT (6391302.16054081 2423863.62393262)
1388,n10307997952,10307997952,6829032.31728704,2311566.20254467,available,120,False,0.35,Tosuns Energy,Level 1,POINT (6829032.31728704 2311566.20254467)
1389,n10312947000,10312947000,7060982.07907054,1619820.96455836,unavailable,480,False,0.43,Begum Energy,Level 3,POINT (7060982.07907054 1619820.96455836)
1390,n10312947001,10312947001,7060883.52768438,1619911.75673505,unavailable,120,False,0.46,Begum Energy,Level 1,POINT (7060883.52768438 1619911.75673505)
1391,n10314724222,10314724222,6660553.44617961,2504885.89004193,unavailable,480,False,0.43,Tosuns Energy,Level 3,POINT (6660553.44617961 2504885.89004193)
1392,n10314724223,10314724223,6660494.27743206,2504887.43738286,unavailable,120,False,0.66,Begum Energy,Level 1,POINT (6660494.27743206 2504887.43738286)
1393,n10537721375,10537721375,7063085.0304471,1612259.49909063,unavailable,120,False,0.61,Tosuns Energy,Level 1,POINT (7063085.0304471 1612259.49909063)
1394,n10537754985,10537754985,7063476.1014012,1612634.81275384,available,210,True,0.21,S4M3T Energy,Level 2,POINT (7063476.1014012 1612634.81275384)
1395,n10542676784,10542676784,6813191.84213949,2340214.4961393,unavailable,120,False,0.6,S4M3T Energy,Level 1,POINT (6813191.84213949 2340214.4961393)
1396,n10559832365,10559832365,7280026.60670603,1989005.22075752,available,229,False,0.56,S4M3T Energy,Level 2,POINT (7280026.60670603 1989005.22075752)
1397,n10563669368,10563669368,6641813.83780096,1891817.97309138,unavailable,211,False,0.69,Eticanium Energy,Level 2,POINT (6641813.83780096 1891817.97309138)
1398,n10576819944,10576819944,6827689.34949429,2314461.22175004,available,229,True,0.62,Begum Energy,Level 2,POINT (6827689.34949429 2314461.22175004)
1399,n10577822094,10577822094,7202884.22237162,1793906.9260961,available,480,False,0.67,Eticanium Energy,Level 3,POINT (7202884.22237162 1793906.9260961)
1400,n10581587080,10581587080,7045692.4551084,1673535.30166584,available,480,True,0.21,Begum Energy,Level 3,POINT (7045692.4551084 1673535.30166584)
1401,n10582657098,10582657098,7058864.68884067,1636302.04894123,available,120,False,0.44,Tosuns Energy,Level 1,POINT (7058864.68884067 1636302.04894123)
1402,n10586193997,10586193997,7202647.51295754,1792763.83077295,available,480,False,0.61,Eticanium Energy,Level 3,POINT (7202647.51295754 1792763.83077295)
1403,n10591698985,10591698985,6478427.65627601,2204889.6696012,unavailable,480,False,0.67,Begum Energy,Level 3,POINT (6478427.65627601 2204889.6696012)
1404,n10598483180,10598483180,6470773.74398008,2159987.07169034,unavailable,120,True,0.39,Tosuns Energy,Level 1,POINT (6470773.74398008 2159987.07169034)
1405,n10601710262,10601710262,6844431.15531223,2335417.88399636,available,480,False,0.6,Eticanium Energy,Level 3,POINT (6844431.15531223 2335417.88399636)
1406,n10601710263,10601710263,6844418.13794515,2335384.84437149,unavailable,480,True,0.66,Tosuns Energy,Level 3,POINT (6844418.13794515 2335384.84437149)
1407,n10604423337,10604423337,6791347.62959293,1723601.97735876,available,120,True,0.7,S4M3T Energy,Level 1,POINT (6791347.62959293 1723601.97735876)
1408,n10604423338,10604423338,6791319.07411028,1723629.13931451,unavailable,120,True,0.42,Begum Energy,Level 1,POINT (6791319.07411028 1723629.13931451)
1409,n10607174021,10607174021,6805800.55465043,2572700.91120091,available,480,True,0.21,Begum Energy,Level 3,POINT (6805800.55465043 2572700.91120091)
1410,n10607174022,10607174022,6804657.25953869,2574073.60297383,available,120,True,0.63,Tosuns Energy,Level 1,POINT (6804657.25953869 2574073.60297383)
1411,n10607174023,10607174023,6804684.41479184,2574076.3859611,available,120,True,0.39,Begum Energy,Level 1,POINT (6804684.41479184 2574076.3859611)
1412,n10613044100,10613044100,6790461.192261,1728816.9281481,unavailable,120,True,0.3,S4M3T Energy,Level 1,POINT (6790461.192261 1728816.9281481)
1413,n10613044101,10613044101,6790469.40943508,1728842.8989853,unavailable,480,True,0.65,Tosuns Energy,Level 3,POINT (6790469.40943508 1728842.8989853)
1414,n10613044102,10613044102,6790449.97718631,1728785.4915239,unavailable,120,True,0.47,S4M3T Energy,Level 1,POINT (6790449.97718631 1728785.4915239)
1415,n10648351685,10648351685,6786674.48586125,1729962.01609015,available,480,False,0.25,Begum Energy,Level 3,POINT (6786674.48586125 1729962.01609015)
1416,n10648351686,10648351686,6786656.50681196,1729993.09649198,available,120,False,0.64,Tosuns Energy,Level 1,POINT (6786656.50681196 1729993.09649198)
1417,n10656168141,10656168141,7038591.91338232,2275046.74152698,available,231,True,0.44,Eticanium Energy,Level 2,POINT (7038591.91338232 2275046.74152698)
1418,n10665292683,10665292683,6470902.27795697,2057257.73864726,unavailable,214,False,0.41,Eticanium Energy,Level 2,POINT (6470902.27795697 2057257.73864726)
1419,n10673469457,10673469457,6755084.83212359,2158602.19043318,available,120,True,0.27,Eticanium Energy,Level 1,POINT (6755084.83212359 2158602.19043318)
1420,n10678915773,10678915773,7128489.06678955,2279749.02153343,unavailable,480,True,0.21,Eticanium Energy,Level 3,POINT (7128489.06678955 2279749.02153343)
1421,n10682597640,10682597640,6878493.14276988,2386420.50057202,unavailable,480,True,0.52,Tosuns Energy,Level 3,POINT (6878493.14276988 2386420.50057202)
1422,n10682597641,10682597641,6878498.45576784,2386428.47104756,available,221,False,0.42,Begum Energy,Level 2,POINT (6878498.45576784 2386428.47104756)
1423,n10682597642,10682597642,6878509.6112492,2386445.02425584,unavailable,208,True,0.24,S4M3T Energy,Level 2,POINT (6878509.6112492 2386445.02425584)
1424,n10682597643,10682597643,6878503.95134674,2386436.61963428,unavailable,480,False,0.41,Eticanium Energy,Level 3,POINT (6878503.95134674 2386436.61963428)
1425,n10688901039,10688901039,6826682.02072887,2316586.50007242,available,228,False,0.48,S4M3T Energy,Level 2,POINT (6826682.02072887 2316586.50007242)
1426,n10689112471,10689112471,6824422.94067393,2315625.03363043,available,480,False,0.59,Begum Energy,Level 3,POINT (6824422.94067393 2315625.03363043)
1427,n10689180671,10689180671,6825401.81956882,2318820.97168331,unavailable,120,True,0.4,S4M3T Energy,Level 1,POINT (6825401.81956882 2318820.97168331)
1428,n10691896670,10691896670,7320937.62516646,2049402.57896698,available,218,False,0.38,S4M3T Energy,Level 2,POINT (7320937.62516646 2049402.57896698)
1429,n10693682149,10693682149,7056214.42278996,1614392.95939559,unavailable,120,False,0.6,Begum Energy,Level 1,POINT (7056214.42278996 1614392.95939559)
1430,n10695590421,10695590421,6522263.96078682,2108820.16981017,unavailable,235,False,0.51,Eticanium Energy,Level 2,POINT (6522263.96078682 2108820.16981017)
1431,n10697477380,10697477380,6857147.79106767,2337661.78436813,available,120,True,0.24,S4M3T Energy,Level 1,POINT (6857147.79106767 2337661.78436813)
1432,n10702403385,10702403385,6842778.44491083,2336208.02974201,unavailable,120,True,0.25,Eticanium Energy,Level 1,POINT (6842778.44491083 2336208.02974201)
1433,n10705592489,10705592489,6461077.55896142,2215791.23186238,unavailable,480,False,0.58,Eticanium Energy,Level 3,POINT (6461077.55896142 2215791.23186238)
1434,n10705592490,10705592490,6461086.92746595,2215793.71428703,available,224,False,0.27,Tosuns Energy,Level 2,POINT (6461086.92746595 2215793.71428703)
1435,n10705592491,10705592491,6461096.0877917,2215796.59746184,unavailable,120,False,0.33,Tosuns Energy,Level 1,POINT (6461096.0877917 2215796.59746184)
1436,n10709890715,10709890715,6753908.53879497,2011215.40726186,unavailable,120,False,0.28,S4M3T Energy,Level 1,POINT (6753908.53879497 2011215.40726186)
1437,n10709890716,10709890716,6753922.92161687,2011160.25958612,unavailable,211,False,0.47,Eticanium Energy,Level 2,POINT (6753922.92161687 2011160.25958612)
1438,n10710884563,10710884563,6494592.7121086,2080137.3003817,available,120,False,0.21,Begum Energy,Level 1,POINT (6494592.7121086 2080137.3003817)
1439,n10711150602,10711150602,6442211.79208753,2207855.29875958,unavailable,120,False,0.32,Begum Energy,Level 1,POINT (6442211.79208753 2207855.29875958)
1440,n10725614724,10725614724,6861038.51078989,2361465.55391097,unavailable,222,True,0.65,Tosuns Energy,Level 2,POINT (6861038.51078989 2361465.55391097)
1441,n10725614752,10725614752,6861128.94636307,2361440.17306707,available,226,True,0.55,Eticanium Energy,Level 2,POINT (6861128.94636307 2361440.17306707)
1442,n10725614761,10725614761,6861269.42958181,2361792.00944967,available,211,False,0.29,S4M3T Energy,Level 2,POINT (6861269.42958181 2361792.00944967)
1443,n10727955499,10727955499,7267341.72453198,2063805.2505331,available,237,False,0.56,Tosuns Energy,Level 2,POINT (7267341.72453198 2063805.2505331)
1444,n10728309049,10728309049,6524596.47326716,2097710.88537917,unavailable,120,False,0.28,Begum Energy,Level 1,POINT (6524596.47326716 2097710.88537917)
1445,n10735827638,10735827638,6890604.85953558,2343860.84398388,available,120,True,0.43,Begum Energy,Level 1,POINT (6890604.85953558 2343860.84398388)
1446,n10736337015,10736337015,6498943.75020156,2097970.07054958,unavailable,120,False,0.61,Eticanium Energy,Level 1,POINT (6498943.75020156 2097970.07054958)
1447,n10742061161,10742061161,6447680.95362577,2333147.32260655,unavailable,120,False,0.34,Eticanium Energy,Level 1,POINT (6447680.95362577 2333147.32260655)
1448,n10743334402,10743334402,6827089.92612132,2342720.46485629,unavailable,120,True,0.55,Begum Energy,Level 1,POINT (6827089.92612132 2342720.46485629)
1449,n10744270433,10744270433,6785094.84647555,1725446.04038349,available,120,True,0.66,Eticanium Energy,Level 1,POINT (6785094.84647555 1725446.04038349)
1450,n10746505786,10746505786,6893817.9426076,2345484.32743761,unavailable,480,True,0.53,Eticanium Energy,Level 3,POINT (6893817.9426076 2345484.32743761)
1451,n10751040664,10751040664,6462070.7138869,2066628.23489597,available,120,False,0.23,Begum Energy,Level 1,POINT (6462070.7138869 2066628.23489597)
1452,n10761786173,10761786173,6496599.51150742,2101203.0112012,available,480,True,0.4,Tosuns Energy,Level 3,POINT (6496599.51150742 2101203.0112012)
1453,n10773570824,10773570824,6448956.04464784,2329720.58585341,unavailable,120,False,0.45,Eticanium Energy,Level 1,POINT (6448956.04464784 2329720.58585341)
1454,n10787321178,10787321178,6781477.83680347,1727211.97938959,available,120,True,0.41,Begum Energy,Level 1,POINT (6781477.83680347 1727211.97938959)
1455,n10787321179,10787321179,6781443.92223377,1727199.74537755,unavailable,120,True,0.55,S4M3T Energy,Level 1,POINT (6781443.92223377 1727199.74537755)
1456,n10794813531,10794813531,6524738.97398794,2307356.43336134,available,120,True,0.46,S4M3T Energy,Level 1,POINT (6524738.97398794 2307356.43336134)
1457,n10794842208,10794842208,6463941.79425344,2218410.43476541,unavailable,208,True,0.26,Eticanium Energy,Level 2,POINT (6463941.79425344 2218410.43476541)
1458,n10794881937,10794881937,6515485.75439675,2093224.49839317,available,480,True,0.45,Eticanium Energy,Level 3,POINT (6515485.75439675 2093224.49839317)
1459,n10795228983,10795228983,6457963.0468318,2450640.30292854,unavailable,480,False,0.7,Eticanium Energy,Level 3,POINT (6457963.0468318 2450640.30292854)
1460,n10802082226,10802082226,6840774.90076843,2338234.96842622,unavailable,120,True,0.67,Eticanium Energy,Level 1,POINT (6840774.90076843 2338234.96842622)
1461,n10804007374,10804007374,6619192.09747182,2027093.16226854,unavailable,232,True,0.43,S4M3T Energy,Level 2,POINT (6619192.09747182 2027093.16226854)
1462,n10813290505,10813290505,6459655.19544004,2220590.63812454,unavailable,120,True,0.23,Eticanium Energy,Level 1,POINT (6459655.19544004 2220590.63812454)
1463,n10814521751,10814521751,6826698.45627838,2316586.29969733,available,120,False,0.37,Tosuns Energy,Level 1,POINT (6826698.45627838 2316586.29969733)
1464,n10827506992,10827506992,6841168.70754171,2338754.37403831,unavailable,480,True,0.69,Eticanium Energy,Level 3,POINT (6841168.70754171 2338754.37403831)
1465,n10837844935,10837844935,6521798.89687198,2109157.97993693,unavailable,223,False,0.35,Eticanium Energy,Level 2,POINT (6521798.89687198 2109157.97993693)
1466,n10837844940,10837844940,6521889.23362273,2109136.33942792,available,223,False,0.22,Begum Energy,Level 2,POINT (6521889.23362273 2109136.33942792)
1467,n10837844941,10837844941,6521754.41918624,2109146.04648752,available,213,True,0.49,Eticanium Energy,Level 2,POINT (6521754.41918624 2109146.04648752)
1468,n10853011406,10853011406,6448475.89432149,2228138.86770482,unavailable,120,True,0.64,Eticanium Energy,Level 1,POINT (6448475.89432149 2228138.86770482)
1469,n10855530179,10855530179,6874471.36988316,1901744.32095347,unavailable,120,False,0.46,Eticanium Energy,Level 1,POINT (6874471.36988316 1901744.32095347)
1470,n10858741758,10858741758,6982874.61838357,2541153.69108679,available,120,True,0.65,S4M3T Energy,Level 1,POINT (6982874.61838357 2541153.69108679)
1471,n10858753219,10858753219,6981299.75344594,2546089.21882229,available,120,True,0.61,Tosuns Energy,Level 1,POINT (6981299.75344594 2546089.21882229)
1472,n10858769925,10858769925,6981805.6553553,2547800.18826384,available,236,False,0.43,Begum Energy,Level 2,POINT (6981805.6553553 2547800.18826384)
1473,n10860249168,10860249168,6492951.56446518,2116053.54334268,unavailable,120,True,0.27,Tosuns Energy,Level 1,POINT (6492951.56446518 2116053.54334268)
1474,n10860249169,10860249169,6492948.88243417,2116061.04627636,available,120,False,0.47,Tosuns Energy,Level 1,POINT (6492948.88243417 2116061.04627636)
1475,n10870685157,10870685157,7139553.84054627,2557088.44167275,unavailable,480,True,0.67,Tosuns Energy,Level 3,POINT (7139553.84054627 2557088.44167275)
1476,n10872838052,10872838052,6864445.68541983,1893977.44876133,unavailable,120,False,0.24,Begum Energy,Level 1,POINT (6864445.68541983 1893977.44876133)
1477,n10876458105,10876458105,7004324.55689274,2004948.23124969,unavailable,237,False,0.41,Tosuns Energy,Level 2,POINT (7004324.55689274 2004948.23124969)
1478,n10876575706,10876575706,7063321.57655849,1621463.73967984,unavailable,480,False,0.3,S4M3T Energy,Level 3,POINT (7063321.57655849 1621463.73967984)
1479,n10877275491,10877275491,6578729.82874209,1764121.25900014,available,120,False,0.59,Begum Energy,Level 1,POINT (6578729.82874209 1764121.25900014)
1480,n10881911092,10881911092,6564287.11952789,1965679.79106661,unavailable,480,False,0.56,S4M3T Energy,Level 3,POINT (6564287.11952789 1965679.79106661)
1481,n10881911093,10881911093,6564426.512317,1964881.48560228,unavailable,480,False,0.39,Tosuns Energy,Level 3,POINT (6564426.512317 1964881.48560228)
1482,n10889334531,10889334531,6819196.09329125,2340243.79542928,available,236,False,0.22,S4M3T Energy,Level 2,POINT (6819196.09329125 2340243.79542928)
1483,n10894515581,10894515581,6644745.31673715,1891146.29354783,available,480,True,0.43,S4M3T Energy,Level 3,POINT (6644745.31673715 1891146.29354783)
1484,n10898606518,10898606518,7091336.62514417,2246452.56033682,available,480,False,0.69,Eticanium Energy,Level 3,POINT (7091336.62514417 2246452.56033682)
1485,n10902983223,10902983223,6831047.86843231,2318605.02300312,unavailable,480,False,0.46,S4M3T Energy,Level 3,POINT (6831047.86843231 2318605.02300312)
1486,n10904517714,10904517714,6378014.1782287,2095397.72202023,available,120,True,0.41,S4M3T Energy,Level 1,POINT (6378014.1782287 2095397.72202023)
1487,n10913428379,10913428379,6460105.39110444,2217575.28254963,available,222,False,0.59,Eticanium Energy,Level 2,POINT (6460105.39110444 2217575.28254963)
1488,n10913919814,10913919814,6496244.16782041,2076762.49417101,unavailable,120,True,0.39,S4M3T Energy,Level 1,POINT (6496244.16782041 2076762.49417101)
1489,n10914653746,10914653746,6652581.802059,1673441.38141146,unavailable,120,False,0.21,Tosuns Energy,Level 1,POINT (6652581.802059 1673441.38141146)
1490,n10917705301,10917705301,6591447.27455542,1749941.00377663,unavailable,120,True,0.33,Tosuns Energy,Level 1,POINT (6591447.27455542 1749941.00377663)
1491,n10932071916,10932071916,6398849.58154914,2114374.86768542,available,120,False,0.66,Begum Energy,Level 1,POINT (6398849.58154914 2114374.86768542)
1492,n10935393728,10935393728,6835153.01058778,2337245.5941879,available,480,True,0.32,S4M3T Energy,Level 3,POINT (6835153.01058778 2337245.5941879)
1493,n10937990285,10937990285,6829774.59718322,2342210.24310219,available,120,False,0.41,S4M3T Energy,Level 1,POINT (6829774.59718322 2342210.24310219)
1494,n10941920483,10941920483,6888107.50296714,2334073.47850605,unavailable,120,True,0.66,Tosuns Energy,Level 1,POINT (6888107.50296714 2334073.47850605)
1495,n10943884321,10943884321,6531713.53043178,2306272.3373683,unavailable,232,True,0.51,Tosuns Energy,Level 2,POINT (6531713.53043178 2306272.3373683)
1496,n10949144801,10949144801,6643225.83826217,1894160.13517767,available,480,True,0.49,Tosuns Energy,Level 3,POINT (6643225.83826217 1894160.13517767)
1497,n10966306903,10966306903,6872940.5676149,1888464.58475072,available,120,False,0.21,Eticanium Energy,Level 1,POINT (6872940.5676149 1888464.58475072)
1498,n10969101151,10969101151,6451106.1904239,2421900.97225434,unavailable,480,True,0.54,S4M3T Energy,Level 3,POINT (6451106.1904239 2421900.97225434)
1499,n10972327003,10972327003,7241005.43498612,2085023.39113134,unavailable,120,False,0.45,Tosuns Energy,Level 1,POINT (7241005.43498612 2085023.39113134)
1500,n10977221820,10977221820,6875014.22921753,1887321.38924002,available,229,False,0.54,Eticanium Energy,Level 2,POINT (6875014.22921753 1887321.38924002)
